draft,vol,lcg,tcg,vcg,FSM
1.2999976000000002,0.95197587152832,22.9000812,0,1.252497595200001,0
1.3999976000000003,1.9039517430566426,22.900081200000002,0,1.3025975952000004,0
1.4999976000000004,2.8559276145849624,22.900081200000002,0,1.352697595200001,0
1.5999976000000005,3.807903486113285,22.900081200000002,0,1.4027975952000007,0
1.6999976000000006,4.759879357641605,22.9000812,0,1.4528975952000012,0
1.7999976000000006,5.711855229169929,22.9000812,0,1.5029975952000003,0
1.8999976000000007,6.663831100698249,22.9000812,0,1.5530975952000012,0
1.9999976000000008,7.615806972226569,22.900081200000002,0,1.603197595200001,0
2.099997600000001,8.567782843754893,22.900081200000006,0,1.6532975952000006,0
2.199997600000001,9.519758715283213,22.900081200000002,0,1.703397595200001,0
2.299997600000001,10.471734586811536,22.900081199999992,0,1.7534975952000007,0
2.399997600000001,11.423710458339862,22.9000812,0,1.8035975951999998,0
2.4999976000000013,12.375686329868179,22.900081200000002,0,1.8536975952,0
2.5999976000000014,13.327662201396501,22.9000812,0,1.9037975952000006,0
2.6999976000000014,14.279638072924826,22.9000812,0,1.9538975952000004,0
2.7999976000000015,15.231613944453144,22.9000812,0,2.003997595200001,0
2.8999976000000016,16.183589815981467,22.9000812,0,2.054097595200001,0
2.9999976000000017,17.13556568750979,22.9000812,0,2.104197595200001,0
3.099997600000002,18.08754155903811,22.900081199999995,0,2.1542975951999996,0
3.199997600000002,19.03951743056643,22.900081200000002,0,2.2043975952000014,0
3.299997600000002,19.99149330209475,22.900081200000002,0,2.2544975952000015,0
3.399997600000002,20.94346917362308,22.900081199999995,0,2.3045975952000006,0
3.499997600000002,21.895445045151394,22.900081200000006,0,2.3546975952,0
3.5999976000000022,22.847420916679717,22.9000812,0,2.404797595200001,0
3.6999976000000023,23.79939678820804,22.900081200000002,0,2.4548975952000016,0
3.7999976000000024,24.751372659736358,22.900081200000002,0,2.504997595200001,0
3.8999976000000025,25.703348531264684,22.900081199999995,0,2.5550975952000012,0
3.9999976000000026,26.655324402793006,22.900081200000002,0,2.605197595200002,0
4.099997600000003,27.60730027432133,22.9000812,0,2.6552975952000017,0
4.199997600000002,28.55927614584964,22.9000812,0,2.705397595200001,0
4.299997600000002,29.51125201737796,22.900081199999995,0,2.7554975952000014,0
4.399997600000002,30.463227888906275,22.900081200000002,0,2.8055975952000014,0
4.499997600000001,31.415203760434597,22.9000812,0,2.855697595200001,0
4.599997600000001,32.36717963196291,22.9000812,0,2.905797595200001,0
4.6999976000000006,33.31915550349123,22.9000812,0,2.9558975951999997,0
4.7999976,34.271131375019536,22.900081200000006,0,3.0059975951999998,0
4.8999976,35.22310724654787,22.900081199999995,0,3.0560975952,0
4.9999975999999995,36.17508311807619,22.900081199999995,0,3.1061975952,0
5.099997599999999,37.12705898960449,22.900081200000002,0,3.1562975952000007,0
5.199997599999999,38.07903486113281,22.9000812,0,3.2063975952,0
5.299997599999998,39.03101073266114,22.9000812,0,3.2564975952,0
5.399997599999998,39.98298660418945,22.9000812,0,3.306597595199999,0
5.499997599999998,40.93496247571776,22.9000812,0,3.356697595199999,0
5.599997599999997,41.88693834724608,22.9000812,0,3.4067975952,0
5.699997599999997,42.8389142187744,22.900081199999995,0,3.4568975951999987,0
5.799997599999997,43.79089009030272,22.9000812,0,3.5069975951999988,0
5.899997599999996,44.742865961831036,22.9000812,0,3.557097595199998,0
5.999997599999996,45.69484183335934,22.900081200000002,0,3.6071975951999993,0
6.099997599999996,46.64681770488766,22.900081200000002,0,3.657297595199999,0
6.199997599999995,47.59879357641598,22.900081200000006,0,3.7073975952,0
6.299997599999995,48.5507694479443,22.900081199999995,0,3.757497595199998,0
6.3999975999999945,49.50274531947261,22.9000812,0,3.807597595199998,0
6.499997599999994,50.45472119100093,22.9000812,0,3.8576975951999986,0
6.599997599999994,51.406697062529254,22.900081199999995,0,3.907797595199998,0
6.6999975999999934,52.358672934057566,22.9000812,0,3.9578975951999986,0
6.799997599999993,53.310648805585885,22.9000812,0,4.007997595199997,0
6.899997599999993,54.262624677114204,22.900081199999995,0,4.058097595199998,0
6.999997599999992,55.214600548642515,22.9000812,0,4.1081975951999965,0
7.099997599999992,56.166576420170834,22.900081200000002,0,4.158297595199998,0
7.199997599999992,57.11855229169915,22.9000812,0,4.208397595199997,0
7.299997599999991,58.07052816322747,22.9000812,0,4.258497595199997,0
7.399997599999991,59.022504034755784,22.9000812,0,4.308597595199995,0
7.499997599999991,59.974479906284095,22.900081200000002,0,4.358697595199996,0
7.59999759999999,60.92645577781243,22.900081199999995,0,4.408797595199996,0
7.69999759999999,61.87843164934074,22.900081200000002,0,4.458897595199996,0
7.7999975999999895,62.830407520869045,22.900081200000006,0,4.508997595199994,0
7.899997599999989,63.78238339239737,22.900081200000002,0,4.5590975951999955,0
7.999997599999989,64.7343592639257,22.9000812,0,4.609197595199995,0
8.09999759999999,65.68633513545402,22.900081200000002,0,4.659297595199995,0
8.199997599999989,66.63831100698233,22.900081200000006,0,4.709397595199995,0
8.299997599999989,67.59028687851064,22.900081200000006,0,4.759497595199996,0
8.399997599999988,68.54226275003894,22.90008120000001,0,4.809597595199997,0
8.499997599999988,69.49423862156728,22.900081200000006,0,4.859697595199995,0
8.599997599999988,70.4462144930956,22.900081200000002,0,4.9097975951999935,0
8.699997599999987,71.39819036462391,22.900081200000002,0,4.959897595199995,0
8.799997599999987,72.35016623615223,22.900081200000002,0,5.0099975951999935,0
8.899997599999987,73.30214210768054,22.900081200000002,0,5.060097595199994,0
