draft,vol,lcg,tcg,vcg,FSM
0.1,3.5377820680962655,24.33276444406127,0,0.05362494945790302,140.03666666666666
0.2,7.663054624546544,24.35827169510694,0,0.10595211270321228,143.52666666666667
0.30000000000000004,12.033730423749285,24.36676384668317,0,0.15859590509314903,144.295
0.4,16.579942194200147,24.37094181498114,0,0.21135058059024892,143.69333333333333
0.5,21.274052622811222,24.37286358905126,0,0.2642611170532097,143.67333333333332
0.6,26.09462514940922,24.37410059999432,0,0.3172874252543361,143.44
0.7,31.02306536196779,24.37468688699016,0,0.3703764175653103,144.28166666666667
0.7999999999999999,36.04264058724347,24.375233507838168,0,0.4234749573373364,144.78333333333333
0.8999999999999999,41.14870949430027,24.37589722360605,0,0.47662947533781586,145.08499999999998
0.9999999999999999,46.33044630451796,24.3765268143307,0,0.5297980191003574,145.54666666666665
1.0999999999999999,51.58321639863674,24.37700822535967,0,0.5829959491182206,146.17333333333332
1.2,56.8853169725924,24.37666400451898,0,0.6360510965793199,146.22
1.200912,56.90077117382606,24.376348999263683,0,0.6362049991928455,0
