draft,vol,lcg,tcg,vcg,FSM
0.1,0.2923854060391407,16.312311996173268,2.0649013226137387,0.055527176374664144,0.8090909090909092
0.2,0.6942870925191927,16.293614619392265,2.2016897367484463,0.11108104603307102,1.4528571428571428
0.30000000000000004,1.1454116456578805,16.290151105895497,2.28797023647478,0.16628923556296685,1.9814285714285718
0.4,1.629780958502904,16.289213687462393,2.351483966676571,0.22123622315512992,2.455
0.5,2.137936515707262,16.289377427955458,2.401078644297797,0.2759051120705421,2.8508333333333336
0.6,2.664174676718712,16.290089022632458,2.441343380407289,0.33031124976806125,3.1799999999999997
0.7,3.204216699447986,16.290831383914078,2.4746520273987485,0.3844432492138316,3.472727272727272
0.7999999999999999,3.7556409332890826,16.291477191877867,2.502883051862432,0.4383607832285148,3.7339999999999995
0.8999999999999999,4.317961451588368,16.291931116635624,2.527693604294642,0.4922103351512177,3.9709090909090907
0.9999999999999999,4.8912575507363405,16.292209669469713,2.5502261358271885,0.5461088466444445,4.18
1.0999999999999999,5.477751142187891,16.29237094246789,2.571822628951822,0.6003075653116642,4.389999999999999
1.1999976,6.0794552247782985,16.29248086757468,2.5933117583139995,0.6549609244690795,0
