55.00999920000001
0,0
7.3520807999999995,0.0368808
8.0583024,0.330708
8.6041992,0.9028176000000001
8.7818976,1.7062704
8.7498936,8.9501472
7.7199744,8.9492328
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

54.78505680000001
0,0
7.3539096,0.0374904
8.0592168,0.33101280000000005
8.605113600000001,0.9034272
8.7818976,1.7050512000000002
8.7498936,8.9501472
7.7199744,8.9492328
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

54.1251648
0,0
7.3590912,0.039624000000000006
8.0613504,0.3313176
8.6078568,0.9055608
8.782507200000001,1.7010888000000002
8.7498936,8.9501472
7.7199744,8.9492328
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

53.075433600000004
0,0
7.3676256,0.042976799999999996
8.161324800000001,0.400812
8.6584536,1.0024872
8.788908000000001,1.9083528
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

51.70749120000001
0,0
7.3789032,0.047244
8.0701896,0.332232
8.618524800000001,0.9125712000000001
8.7718392,1.4740128000000001
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

50.11460640000001
0,0
7.3926192,0.0536448
8.072323200000001,0.3343656
8.621572800000001,0.9153144000000001
8.7837264,1.6739616000000002
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

48.404983200000004
0,0
7.260336000000001,0.035052
7.964424,0.2734056
8.565794400000001,0.8281416
8.769096000000001,1.4474951999999999
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

46.69536
0,0
7.2767952,0.04236720000000001
8.0656176,0.344424
8.617000800000001,0.9162288
8.7794592,1.6370808000000001
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

45.1024752
0,0
7.2585072,0.048158400000000004
8.0287368,0.3496056
8.6026752,0.9363456000000001
8.757818400000001,1.4703552
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

43.7345328
0,0
7.2511920000000005,0.056388
7.98576,0.3541776
8.586216,0.9604248
8.7489792,1.5212568
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

42.02490960000001
0,0
7.057644000000001,0.034747200000000006
7.8199488,0.28956
8.514588,0.9104376000000001
8.7380064,1.5852648
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

41.799967200000005
0,0
7.0555104,0.0356616
7.812633600000001,0.2901696
8.5121496,0.9147048
8.7364824,1.5937992
8.7498936,8.9501472
7.7199744,8.99922
7.7199744,2.4999696
6.800088,1.1999976
0,1.1999976
0,0

